method,split,seed,mean_success,ci95_success,mean_safety_violation,ci95_safety_violation,mean_damage,ci95_damage,mean_fault_f1,ci95_fault_f1,mean_interaction_f1,ci95_interaction_f1,mean_false_isolation,ci95_false_isolation,mean_recovery_latency,ci95_recovery_latency,mean_total_cost,ci95_total_cost,groups
robust_single_worst_sensor_policy,delayed_sensor_recovery,6,0.5480,0.0198,0.1789,0.0266,0.1231,0.0177,0.4636,0.0180,0.3303,0.0173,0.3473,0.0132,0.8270,0.0200,0.4900,0.0254,35
robust_single_worst_sensor_policy,nominal,0,0.6425,0.0175,0.1248,0.0164,0.0823,0.0117,0.5037,0.0216,0.3993,0.0160,0.2952,0.0179,0.5684,0.0162,0.3616,0.0176,35
robust_single_worst_sensor_policy,nominal,1,0.6442,0.0177,0.1265,0.0171,0.0908,0.0150,0.5075,0.0168,0.3769,0.0129,0.2833,0.0114,0.5640,0.0140,0.3621,0.0170,35
robust_single_worst_sensor_policy,nominal,2,0.6415,0.0165,0.1207,0.0194,0.0857,0.0158,0.5058,0.0186,0.3905,0.0139,0.2810,0.0154,0.5688,0.0148,0.3644,0.0178,35
robust_single_worst_sensor_policy,nominal,3,0.6235,0.0144,0.1218,0.0204,0.0820,0.0104,0.5173,0.0170,0.3793,0.0153,0.2973,0.0143,0.5694,0.0135,0.3635,0.0173,35
robust_single_worst_sensor_policy,nominal,4,0.6245,0.0168,0.1248,0.0191,0.0837,0.0134,0.4888,0.0180,0.3741,0.0161,0.2963,0.0155,0.5654,0.0127,0.3625,0.0174,35
robust_single_worst_sensor_policy,nominal,5,0.6350,0.0145,0.1228,0.0198,0.0782,0.0095,0.5112,0.0165,0.3861,0.0146,0.2905,0.0160,0.5674,0.0128,0.3626,0.0182,35
robust_single_worst_sensor_policy,nominal,6,0.6388,0.0155,0.1259,0.0174,0.0850,0.0113,0.4935,0.0226,0.3776,0.0203,0.3024,0.0181,0.5634,0.0141,0.3628,0.0169,35
robust_single_worst_sensor_policy,paired_sensor_shift,0,0.5476,0.0206,0.1847,0.0235,0.1156,0.0186,0.4636,0.0155,0.3276,0.0187,0.3418,0.0147,0.6532,0.0223,0.4593,0.0270,35
robust_single_worst_sensor_policy,paired_sensor_shift,1,0.5429,0.0218,0.1864,0.0240,0.1201,0.0133,0.4735,0.0220,0.3395,0.0172,0.3537,0.0154,0.6553,0.0234,0.4593,0.0275,35
robust_single_worst_sensor_policy,paired_sensor_shift,2,0.5327,0.0211,0.1949,0.0298,0.1265,0.0213,0.4724,0.0170,0.3320,0.0162,0.3619,0.0154,0.6529,0.0235,0.4603,0.0274,35
robust_single_worst_sensor_policy,paired_sensor_shift,3,0.5405,0.0186,0.1823,0.0222,0.1105,0.0154,0.4769,0.0190,0.3143,0.0128,0.3704,0.0177,0.6614,0.0238,0.4602,0.0270,35
robust_single_worst_sensor_policy,paired_sensor_shift,4,0.5442,0.0221,0.1881,0.0251,0.1156,0.0154,0.4861,0.0195,0.3224,0.0183,0.3653,0.0166,0.6544,0.0232,0.4606,0.0271,35
robust_single_worst_sensor_policy,paired_sensor_shift,5,0.5561,0.0236,0.2020,0.0302,0.1153,0.0207,0.4752,0.0175,0.3054,0.0186,0.3622,0.0166,0.6572,0.0223,0.4591,0.0277,35
robust_single_worst_sensor_policy,paired_sensor_shift,6,0.5690,0.0245,0.1840,0.0265,0.1146,0.0184,0.4833,0.0191,0.3262,0.0157,0.3473,0.0205,0.6596,0.0245,0.4609,0.0276,35
robust_single_worst_sensor_policy,single_sensor_shift,0,0.5772,0.0222,0.1728,0.0250,0.1204,0.0185,0.4585,0.0173,0.3796,0.0168,0.2980,0.0174,0.6302,0.0182,0.4285,0.0228,35
robust_single_worst_sensor_policy,single_sensor_shift,1,0.5782,0.0181,0.1745,0.0233,0.1133,0.0155,0.4565,0.0184,0.3656,0.0153,0.3020,0.0194,0.6228,0.0194,0.4289,0.0220,35
robust_single_worst_sensor_policy,single_sensor_shift,2,0.5724,0.0210,0.1776,0.0215,0.1109,0.0139,0.4670,0.0166,0.3772,0.0145,0.3126,0.0165,0.6244,0.0208,0.4267,0.0236,35
robust_single_worst_sensor_policy,single_sensor_shift,3,0.5677,0.0158,0.1755,0.0229,0.1119,0.0172,0.4537,0.0135,0.3554,0.0179,0.3034,0.0171,0.6236,0.0181,0.4295,0.0236,35
robust_single_worst_sensor_policy,single_sensor_shift,4,0.5850,0.0199,0.1690,0.0237,0.1071,0.0155,0.4619,0.0177,0.3697,0.0189,0.2969,0.0167,0.6234,0.0196,0.4284,0.0232,35
robust_single_worst_sensor_policy,single_sensor_shift,5,0.5724,0.0198,0.1636,0.0242,0.1197,0.0199,0.4643,0.0204,0.3932,0.0139,0.3014,0.0156,0.6244,0.0190,0.4300,0.0231,35
robust_single_worst_sensor_policy,single_sensor_shift,6,0.6048,0.0215,0.1823,0.0321,0.1014,0.0135,0.4803,0.0180,0.3810,0.0186,0.2949,0.0168,0.6258,0.0176,0.4286,0.0223,35
sensor_dropout_augmentation,combined_stress,0,0.4459,0.0146,0.2752,0.0313,0.1929,0.0210,0.3126,0.0196,0.1810,0.0170,0.2432,0.0173,0.8838,0.0248,0.5448,0.0301,35
sensor_dropout_augmentation,combined_stress,1,0.4439,0.0163,0.2813,0.0275,0.1776,0.0219,0.3167,0.0190,0.1816,0.0122,0.2510,0.0150,0.8860,0.0247,0.5462,0.0301,35
sensor_dropout_augmentation,combined_stress,2,0.4418,0.0167,0.2745,0.0336,0.1949,0.0174,0.3255,0.0157,0.2054,0.0154,0.2497,0.0178,0.8836,0.0274,0.5457,0.0312,35
sensor_dropout_augmentation,combined_stress,3,0.4330,0.0187,0.2833,0.0322,0.2041,0.0174,0.3119,0.0142,0.1983,0.0170,0.2439,0.0141,0.8810,0.0239,0.5444,0.0305,35
sensor_dropout_augmentation,combined_stress,4,0.4347,0.0174,0.2721,0.0296,0.1850,0.0204,0.3136,0.0139,0.1966,0.0143,0.2446,0.0137,0.8796,0.0250,0.5442,0.0302,35
sensor_dropout_augmentation,combined_stress,5,0.4415,0.0155,0.2667,0.0284,0.1748,0.0174,0.3299,0.0174,0.2000,0.0149,0.2486,0.0147,0.8810,0.0258,0.5438,0.0296,35
sensor_dropout_augmentation,combined_stress,6,0.4245,0.0208,0.2684,0.0325,0.2044,0.0212,0.3320,0.0155,0.2010,0.0151,0.2456,0.0181,0.8832,0.0259,0.5455,0.0299,35
sensor_dropout_augmentation,delayed_sensor_recovery,0,0.4963,0.0126,0.2265,0.0249,0.1667,0.0157,0.3497,0.0152,0.2357,0.0145,0.2126,0.0155,0.8885,0.0224,0.5001,0.0261,35
sensor_dropout_augmentation,delayed_sensor_recovery,1,0.4854,0.0177,0.2350,0.0267,0.1718,0.0153,0.3432,0.0192,0.2224,0.0184,0.2153,0.0162,0.8967,0.0219,0.5041,0.0249,35
sensor_dropout_augmentation,delayed_sensor_recovery,2,0.4840,0.0180,0.2323,0.0240,0.1650,0.0181,0.3299,0.0133,0.2265,0.0119,0.2194,0.0128,0.8903,0.0208,0.5033,0.0256,35
sensor_dropout_augmentation,delayed_sensor_recovery,3,0.5020,0.0172,0.2412,0.0247,0.1656,0.0167,0.3456,0.0191,0.2184,0.0159,0.2095,0.0132,0.8876,0.0226,0.5000,0.0258,35
sensor_dropout_augmentation,delayed_sensor_recovery,4,0.4656,0.0257,0.2364,0.0247,0.1694,0.0170,0.3514,0.0161,0.2041,0.0129,0.2160,0.0143,0.8890,0.0210,0.5025,0.0249,35
sensor_dropout_augmentation,delayed_sensor_recovery,5,0.5054,0.0167,0.2344,0.0257,0.1748,0.0148,0.3221,0.0169,0.2262,0.0157,0.2129,0.0152,0.8875,0.0207,0.5013,0.0251,35
sensor_dropout_augmentation,delayed_sensor_recovery,6,0.4793,0.0187,0.2327,0.0278,0.1690,0.0158,0.3259,0.0176,0.2316,0.0189,0.2133,0.0147,0.8960,0.0212,0.5027,0.0251,35
sensor_dropout_augmentation,nominal,0,0.5827,0.0189,0.1881,0.0166,0.1446,0.0157,0.3983,0.0177,0.2956,0.0175,0.1303,0.0145,0.6332,0.0150,0.3731,0.0178,35
sensor_dropout_augmentation,nominal,1,0.5898,0.0152,0.1728,0.0206,0.1463,0.0142,0.3874,0.0197,0.3010,0.0164,0.1446,0.0125,0.6291,0.0160,0.3729,0.0174,35
sensor_dropout_augmentation,nominal,2,0.5969,0.0184,0.1670,0.0196,0.1255,0.0127,0.4051,0.0150,0.2752,0.0141,0.1425,0.0108,0.6363,0.0156,0.3714,0.0180,35
sensor_dropout_augmentation,nominal,3,0.5973,0.0146,0.1939,0.0220,0.1316,0.0138,0.4051,0.0174,0.2939,0.0167,0.1442,0.0131,0.6319,0.0141,0.3720,0.0175,35
sensor_dropout_augmentation,nominal,4,0.5949,0.0159,0.1721,0.0194,0.1245,0.0097,0.3884,0.0180,0.2861,0.0175,0.1289,0.0101,0.6350,0.0145,0.3730,0.0172,35
sensor_dropout_augmentation,nominal,5,0.5884,0.0164,0.1833,0.0199,0.1354,0.0151,0.4068,0.0190,0.2752,0.0175,0.1337,0.0126,0.6371,0.0149,0.3724,0.0179,35
sensor_dropout_augmentation,nominal,6,0.5908,0.0211,0.1748,0.0205,0.1361,0.0170,0.3983,0.0194,0.2779,0.0130,0.1395,0.0123,0.6315,0.0139,0.3731,0.0174,35
sensor_dropout_augmentation,paired_sensor_shift,0,0.4956,0.0189,0.2520,0.0275,0.1660,0.0165,0.3633,0.0144,0.2160,0.0176,0.2218,0.0156,0.7184,0.0224,0.4725,0.0276,35
sensor_dropout_augmentation,paired_sensor_shift,1,0.4925,0.0176,0.2384,0.0311,0.1602,0.0160,0.3677,0.0176,0.2160,0.0146,0.2112,0.0147,0.7185,0.0221,0.4741,0.0273,35
sensor_dropout_augmentation,paired_sensor_shift,2,0.4721,0.0155,0.2571,0.0316,0.1704,0.0214,0.3762,0.0154,0.2065,0.0129,0.2201,0.0173,0.7217,0.0241,0.4752,0.0273,35
sensor_dropout_augmentation,paired_sensor_shift,3,0.5092,0.0162,0.2361,0.0279,0.1599,0.0187,0.3605,0.0189,0.2272,0.0175,0.2037,0.0139,0.7250,0.0233,0.4757,0.0269,35
sensor_dropout_augmentation,paired_sensor_shift,4,0.4837,0.0185,0.2551,0.0295,0.1697,0.0173,0.3724,0.0153,0.2207,0.0166,0.2061,0.0164,0.7196,0.0233,0.4750,0.0274,35
sensor_dropout_augmentation,paired_sensor_shift,5,0.4789,0.0183,0.2350,0.0301,0.1748,0.0158,0.3626,0.0158,0.2248,0.0161,0.2231,0.0163,0.7240,0.0231,0.4746,0.0282,35
sensor_dropout_augmentation,paired_sensor_shift,6,0.4929,0.0181,0.2432,0.0294,0.1643,0.0206,0.3901,0.0150,0.2082,0.0133,0.2167,0.0168,0.7219,0.0235,0.4757,0.0276,35
sensor_dropout_augmentation,single_sensor_shift,0,0.5197,0.0234,0.2384,0.0265,0.1534,0.0157,0.3367,0.0186,0.2738,0.0167,0.1503,0.0115,0.6885,0.0191,0.4389,0.0227,35
sensor_dropout_augmentation,single_sensor_shift,1,0.5296,0.0193,0.2228,0.0263,0.1551,0.0186,0.3571,0.0205,0.2650,0.0161,0.1510,0.0129,0.6853,0.0199,0.4363,0.0235,35
sensor_dropout_augmentation,single_sensor_shift,2,0.5156,0.0200,0.2282,0.0258,0.1585,0.0160,0.3418,0.0171,0.2609,0.0179,0.1629,0.0132,0.6824,0.0195,0.4365,0.0231,35
sensor_dropout_augmentation,single_sensor_shift,3,0.5544,0.0208,0.2347,0.0286,0.1622,0.0138,0.3401,0.0156,0.2517,0.0154,0.1534,0.0138,0.6896,0.0184,0.4378,0.0228,35
sensor_dropout_augmentation,single_sensor_shift,4,0.5139,0.0186,0.2272,0.0258,0.1558,0.0166,0.3333,0.0158,0.2517,0.0149,0.1561,0.0151,0.6883,0.0196,0.4380,0.0223,35
sensor_dropout_augmentation,single_sensor_shift,5,0.5160,0.0207,0.2333,0.0287,0.1534,0.0124,0.3537,0.0193,0.2782,0.0160,0.1524,0.0121,0.6867,0.0194,0.4368,0.0235,35
sensor_dropout_augmentation,single_sensor_shift,6,0.5201,0.0209,0.2330,0.0217,0.1670,0.0167,0.3422,0.0184,0.2650,0.0150,0.1520,0.0120,0.6865,0.0173,0.4367,0.0226,35
