method,split,task,family,mean_success,ci95_success,mean_safety_violation,ci95_safety_violation,mean_damage,ci95_damage,mean_fault_f1,ci95_fault_f1,mean_interaction_f1,ci95_interaction_f1,mean_false_isolation,ci95_false_isolation,mean_recovery_latency,ci95_recovery_latency,mean_total_cost,ci95_total_cost,groups,mean_regret_to_oracle
nominal_multimodal_policy,combined_stress,mobile_manip_near_obstacles,tactile_only,0.3793,0.0180,0.2432,0.0305,0.1854,0.0238,0.2228,0.0237,0.1395,0.0321,0.2245,0.0332,0.8973,0.0144,0.5353,0.0055,7,0.3044
nominal_multimodal_policy,combined_stress,mobile_manip_near_obstacles,vision_only,0.3639,0.0432,0.2194,0.0259,0.1786,0.0458,0.2075,0.0160,0.1207,0.0303,0.1956,0.0526,0.8745,0.0109,0.5164,0.0042,7,0.3095
nominal_multimodal_policy,combined_stress,tool_use_contact_control,compositional_multi_sensor,0.3469,0.0573,0.4439,0.0248,0.2959,0.0241,0.2381,0.0349,0.1548,0.0222,0.2007,0.0156,1.0956,0.0056,0.7608,0.0055,7,0.5901
nominal_multimodal_policy,combined_stress,tool_use_contact_control,depth_only,0.4150,0.0561,0.2721,0.0490,0.1922,0.0193,0.2160,0.0523,0.1446,0.0307,0.2262,0.0469,0.8999,0.0133,0.5199,0.0057,7,0.3027
nominal_multimodal_policy,combined_stress,tool_use_contact_control,force_torque_only,0.3588,0.0433,0.2619,0.0345,0.2194,0.0419,0.2262,0.0176,0.1480,0.0254,0.2245,0.0320,0.8991,0.0082,0.5407,0.0087,7,0.3690
nominal_multimodal_policy,combined_stress,tool_use_contact_control,language_grounding_only,0.3810,0.0417,0.2347,0.0403,0.1616,0.0233,0.2194,0.0458,0.1480,0.0123,0.2160,0.0276,0.9062,0.0100,0.5085,0.0085,7,0.3350
nominal_multimodal_policy,combined_stress,tool_use_contact_control,proprioception_only,0.3690,0.0330,0.2381,0.0306,0.1786,0.0322,0.2075,0.0274,0.1463,0.0477,0.2279,0.0418,0.8971,0.0138,0.5080,0.0089,7,0.3163
nominal_multimodal_policy,combined_stress,tool_use_contact_control,tactile_only,0.3895,0.0460,0.2517,0.0379,0.1803,0.0285,0.2245,0.0281,0.1122,0.0168,0.2262,0.0314,0.8978,0.0180,0.5253,0.0058,7,0.2908
nominal_multimodal_policy,combined_stress,tool_use_contact_control,vision_only,0.4320,0.0419,0.2432,0.0461,0.1735,0.0283,0.1820,0.0278,0.1412,0.0372,0.2024,0.0216,0.8778,0.0095,0.5067,0.0054,7,0.2636
nominal_multimodal_policy,delayed_sensor_recovery,deformable_handling,compositional_multi_sensor,0.3980,0.0662,0.4303,0.0421,0.2500,0.0429,0.1990,0.0449,0.1497,0.0183,0.1718,0.0321,1.0875,0.0116,0.7258,0.0098,7,0.5153
nominal_multimodal_policy,delayed_sensor_recovery,deformable_handling,depth_only,0.4065,0.0224,0.2126,0.0224,0.1888,0.0372,0.2143,0.0388,0.1837,0.0190,0.1956,0.0461,0.8984,0.0107,0.4994,0.0085,7,0.3282
nominal_multimodal_policy,delayed_sensor_recovery,deformable_handling,force_torque_only,0.3827,0.0442,0.2415,0.0393,0.1956,0.0233,0.2347,0.0524,0.1956,0.0317,0.1735,0.0221,0.9246,0.0129,0.5237,0.0069,7,0.3776
nominal_multimodal_policy,delayed_sensor_recovery,deformable_handling,language_grounding_only,0.4405,0.0444,0.2330,0.0370,0.1531,0.0316,0.2398,0.0347,0.1752,0.0366,0.1718,0.0183,0.9305,0.0058,0.4883,0.0056,7,0.2840
nominal_multimodal_policy,delayed_sensor_recovery,deformable_handling,proprioception_only,0.4252,0.0370,0.2296,0.0348,0.1786,0.0216,0.2262,0.0283,0.1497,0.0143,0.1905,0.0301,0.9075,0.0072,0.4896,0.0028,7,0.2925
nominal_multimodal_policy,delayed_sensor_recovery,deformable_handling,tactile_only,0.3810,0.0269,0.2483,0.0505,0.1582,0.0373,0.2585,0.0189,0.1718,0.0278,0.1786,0.0197,0.9205,0.0114,0.5089,0.0065,7,0.3707
nominal_multimodal_policy,delayed_sensor_recovery,deformable_handling,vision_only,0.4354,0.0407,0.2194,0.0305,0.1633,0.0359,0.2483,0.0436,0.1565,0.0497,0.1616,0.0413,0.8983,0.0135,0.4954,0.0070,7,0.3027
nominal_multimodal_policy,delayed_sensor_recovery,grasp_selection,compositional_multi_sensor,0.4592,0.0363,0.3690,0.0306,0.2619,0.0381,0.2704,0.0348,0.1752,0.0333,0.1973,0.0190,1.0610,0.0145,0.6512,0.0037,7,0.4354
nominal_multimodal_policy,delayed_sensor_recovery,grasp_selection,depth_only,0.4388,0.0290,0.1956,0.0243,0.1820,0.0469,0.2024,0.0239,0.1565,0.0290,0.2024,0.0239,0.9103,0.0080,0.4676,0.0060,7,0.3180
nominal_multimodal_policy,delayed_sensor_recovery,grasp_selection,force_torque_only,0.4507,0.0312,0.2279,0.0219,0.1837,0.0463,0.2534,0.0253,0.1752,0.0380,0.1956,0.0321,0.9156,0.0107,0.4877,0.0048,7,0.2874
nominal_multimodal_policy,delayed_sensor_recovery,grasp_selection,language_grounding_only,0.4558,0.0344,0.1650,0.0213,0.1701,0.0214,0.2109,0.0431,0.1616,0.0317,0.2007,0.0148,0.9204,0.0093,0.4521,0.0033,7,0.2891
nominal_multimodal_policy,delayed_sensor_recovery,grasp_selection,proprioception_only,0.4932,0.0243,0.2007,0.0290,0.1905,0.0288,0.2432,0.0381,0.1701,0.0304,0.2007,0.0193,0.8963,0.0086,0.4567,0.0056,7,0.2364
nominal_multimodal_policy,delayed_sensor_recovery,grasp_selection,tactile_only,0.4371,0.0393,0.2092,0.0143,0.1718,0.0309,0.2415,0.0387,0.1650,0.0290,0.1888,0.0285,0.9142,0.0166,0.4741,0.0057,7,0.3112
nominal_multimodal_policy,delayed_sensor_recovery,grasp_selection,vision_only,0.4541,0.0518,0.2262,0.0391,0.1701,0.0208,0.2602,0.0303,0.1684,0.0172,0.1905,0.0191,0.8894,0.0117,0.4626,0.0055,7,0.2806
nominal_multimodal_policy,delayed_sensor_recovery,insertion_alignment,compositional_multi_sensor,0.4184,0.0351,0.4388,0.0200,0.2398,0.0187,0.2177,0.0493,0.1786,0.0394,0.1888,0.0316,1.0839,0.0091,0.6992,0.0053,7,0.5034
nominal_multimodal_policy,delayed_sensor_recovery,insertion_alignment,depth_only,0.3946,0.0285,0.2160,0.0354,0.1769,0.0430,0.2364,0.0303,0.1735,0.0329,0.2058,0.0329,0.9088,0.0186,0.4952,0.0054,7,0.2908
nominal_multimodal_policy,delayed_sensor_recovery,insertion_alignment,force_torque_only,0.4303,0.0409,0.2398,0.0236,0.1990,0.0309,0.2092,0.0296,0.1803,0.0406,0.1956,0.0100,0.9088,0.0121,0.5105,0.0057,7,0.3316
nominal_multimodal_policy,delayed_sensor_recovery,insertion_alignment,language_grounding_only,0.4677,0.0377,0.2126,0.0462,0.1684,0.0213,0.2364,0.0351,0.1633,0.0268,0.1922,0.0230,0.9251,0.0068,0.4788,0.0051,7,0.2670
nominal_multimodal_policy,delayed_sensor_recovery,insertion_alignment,proprioception_only,0.4405,0.0249,0.2160,0.0307,0.1650,0.0354,0.2126,0.0528,0.1412,0.0129,0.2058,0.0387,0.9023,0.0095,0.4795,0.0060,7,0.3282
nominal_multimodal_policy,delayed_sensor_recovery,insertion_alignment,tactile_only,0.4490,0.0493,0.2432,0.0269,0.1599,0.0469,0.2211,0.0404,0.1548,0.0407,0.1888,0.0393,0.9064,0.0082,0.4975,0.0059,7,0.2500
nominal_multimodal_policy,delayed_sensor_recovery,insertion_alignment,vision_only,0.4337,0.0356,0.2619,0.0536,0.2058,0.0366,0.2449,0.0352,0.1871,0.0300,0.2058,0.0313,0.9111,0.0114,0.4847,0.0045,7,0.3044
nominal_multimodal_policy,delayed_sensor_recovery,mobile_manip_near_obstacles,compositional_multi_sensor,0.4116,0.0317,0.4201,0.0457,0.2823,0.0304,0.2228,0.0304,0.1718,0.0249,0.1973,0.0243,1.0781,0.0162,0.6975,0.0069,7,0.4915
nominal_multimodal_policy,delayed_sensor_recovery,mobile_manip_near_obstacles,depth_only,0.4320,0.0253,0.2500,0.0472,0.1667,0.0297,0.2143,0.0283,0.1599,0.0292,0.2177,0.0363,0.9050,0.0056,0.4926,0.0050,7,0.2772
nominal_multimodal_policy,delayed_sensor_recovery,mobile_manip_near_obstacles,force_torque_only,0.4660,0.0379,0.2330,0.0337,0.2347,0.0460,0.2415,0.0237,0.1582,0.0352,0.1684,0.0164,0.9206,0.0119,0.5111,0.0070,7,0.3027
nominal_multimodal_policy,delayed_sensor_recovery,mobile_manip_near_obstacles,language_grounding_only,0.4388,0.0396,0.2449,0.0349,0.1684,0.0362,0.2143,0.0435,0.1684,0.0267,0.1786,0.0356,0.9222,0.0057,0.4791,0.0050,7,0.2449
nominal_multimodal_policy,delayed_sensor_recovery,mobile_manip_near_obstacles,proprioception_only,0.4524,0.0519,0.2194,0.0152,0.1378,0.0152,0.2228,0.0359,0.1718,0.0168,0.2007,0.0303,0.9016,0.0066,0.4762,0.0044,7,0.2993
nominal_multimodal_policy,delayed_sensor_recovery,mobile_manip_near_obstacles,tactile_only,0.4337,0.0493,0.2415,0.0182,0.1582,0.0253,0.2211,0.0209,0.1650,0.0236,0.1769,0.0148,0.9032,0.0128,0.4990,0.0075,7,0.2721
nominal_multimodal_policy,delayed_sensor_recovery,mobile_manip_near_obstacles,vision_only,0.3929,0.0401,0.2347,0.0428,0.1327,0.0396,0.2415,0.0480,0.1650,0.0267,0.1769,0.0252,0.8971,0.0111,0.4772,0.0079,7,0.3605
nominal_multimodal_policy,delayed_sensor_recovery,tool_use_contact_control,compositional_multi_sensor,0.4218,0.0264,0.4031,0.0549,0.2823,0.0377,0.1854,0.0278,0.1480,0.0243,0.1735,0.0394,1.0758,0.0149,0.6818,0.0052,7,0.4847
nominal_multimodal_policy,delayed_sensor_recovery,tool_use_contact_control,depth_only,0.4082,0.0413,0.2160,0.0213,0.1871,0.0397,0.2177,0.0300,0.1514,0.0422,0.1599,0.0367,0.9089,0.0144,0.4826,0.0060,7,0.3197
nominal_multimodal_policy,delayed_sensor_recovery,tool_use_contact_control,force_torque_only,0.4473,0.0367,0.2670,0.0341,0.1735,0.0233,0.2330,0.0429,0.1599,0.0305,0.2092,0.0274,0.9033,0.0076,0.4987,0.0069,7,0.2806
nominal_multimodal_policy,delayed_sensor_recovery,tool_use_contact_control,language_grounding_only,0.4218,0.0413,0.2313,0.0292,0.1310,0.0176,0.2483,0.0299,0.1565,0.0303,0.1956,0.0238,0.9262,0.0081,0.4703,0.0060,7,0.3333
nominal_multimodal_policy,delayed_sensor_recovery,tool_use_contact_control,proprioception_only,0.4184,0.0554,0.2194,0.0259,0.1650,0.0276,0.1905,0.0330,0.1820,0.0393,0.1735,0.0321,0.9171,0.0099,0.4790,0.0056,7,0.3163
nominal_multimodal_policy,delayed_sensor_recovery,tool_use_contact_control,tactile_only,0.4201,0.0460,0.2194,0.0296,0.1871,0.0363,0.2279,0.0290,0.1650,0.0299,0.1888,0.0230,0.8997,0.0126,0.4810,0.0046,7,0.3078
nominal_multimodal_policy,delayed_sensor_recovery,tool_use_contact_control,vision_only,0.4439,0.0387,0.2126,0.0389,0.1582,0.0167,0.2262,0.0524,0.1514,0.0321,0.2194,0.0168,0.8964,0.0121,0.4640,0.0055,7,0.2602
nominal_multimodal_policy,nominal,deformable_handling,compositional_multi_sensor,0.5289,0.0722,0.3044,0.0325,0.2007,0.0271,0.3214,0.0274,0.2398,0.0236,0.0986,0.0159,0.7759,0.0058,0.5248,0.0054,7,0.3912
nominal_multimodal_policy,nominal,deformable_handling,depth_only,0.5527,0.0496,0.1956,0.0243,0.1412,0.0262,0.3027,0.0585,0.2279,0.0412,0.1139,0.0349,0.6532,0.0108,0.3733,0.0064,7,0.2364
nominal_multimodal_policy,nominal,deformable_handling,force_torque_only,0.5391,0.0313,0.1939,0.0237,0.1429,0.0353,0.2704,0.0440,0.2279,0.0406,0.1105,0.0111,0.6529,0.0126,0.3873,0.0060,7,0.2823
nominal_multimodal_policy,nominal,deformable_handling,language_grounding_only,0.5493,0.0430,0.1735,0.0086,0.1173,0.0427,0.2959,0.0537,0.2330,0.0384,0.1071,0.0330,0.6684,0.0159,0.3586,0.0093,7,0.2585
nominal_multimodal_policy,nominal,deformable_handling,proprioception_only,0.5867,0.0300,0.1786,0.0420,0.1531,0.0389,0.2755,0.0262,0.2415,0.0300,0.1156,0.0304,0.6672,0.0122,0.3723,0.0074,7,0.1922
nominal_multimodal_policy,nominal,deformable_handling,tactile_only,0.5357,0.0450,0.1769,0.0193,0.1327,0.0230,0.3010,0.0380,0.2551,0.0446,0.1310,0.0292,0.6620,0.0145,0.3778,0.0044,7,0.2806
nominal_multimodal_policy,nominal,deformable_handling,vision_only,0.5255,0.0579,0.1786,0.0301,0.1344,0.0202,0.2874,0.0257,0.2364,0.0402,0.0799,0.0273,0.6541,0.0128,0.3691,0.0058,7,0.2585
nominal_multimodal_policy,nominal,grasp_selection,compositional_multi_sensor,0.5425,0.0413,0.2619,0.0314,0.1684,0.0246,0.2874,0.0324,0.2126,0.0476,0.0969,0.0164,0.7524,0.0116,0.4735,0.0069,7,0.3793
nominal_multimodal_policy,nominal,grasp_selection,depth_only,0.5646,0.0458,0.1650,0.0246,0.1037,0.0189,0.3027,0.0221,0.2347,0.0366,0.1088,0.0172,0.6499,0.0096,0.3484,0.0040,7,0.2738
nominal_multimodal_policy,nominal,grasp_selection,force_torque_only,0.4949,0.0461,0.1786,0.0249,0.1139,0.0283,0.3078,0.0454,0.2330,0.0243,0.1224,0.0348,0.6587,0.0146,0.3620,0.0076,7,0.3316
nominal_multimodal_policy,nominal,grasp_selection,language_grounding_only,0.5697,0.0336,0.1752,0.0329,0.1173,0.0224,0.2670,0.0292,0.2279,0.0164,0.1037,0.0202,0.6682,0.0119,0.3464,0.0048,7,0.2143
nominal_multimodal_policy,nominal,grasp_selection,proprioception_only,0.5442,0.0373,0.1684,0.0213,0.1259,0.0363,0.3112,0.0459,0.2449,0.0341,0.1207,0.0436,0.6680,0.0079,0.3454,0.0081,7,0.2568
nominal_multimodal_policy,nominal,grasp_selection,tactile_only,0.5442,0.0514,0.1769,0.0224,0.1259,0.0227,0.2942,0.0403,0.2500,0.0338,0.1003,0.0264,0.6533,0.0104,0.3505,0.0035,7,0.2585
nominal_multimodal_policy,nominal,grasp_selection,vision_only,0.5612,0.0552,0.1684,0.0358,0.1190,0.0255,0.3010,0.0477,0.2483,0.0257,0.0697,0.0172,0.6516,0.0073,0.3442,0.0043,7,0.2415
nominal_multimodal_policy,nominal,insertion_alignment,compositional_multi_sensor,0.5272,0.0383,0.2976,0.0644,0.1888,0.0324,0.3129,0.0291,0.2296,0.0511,0.1105,0.0383,0.7738,0.0073,0.5094,0.0060,7,0.4099
nominal_multimodal_policy,nominal,insertion_alignment,depth_only,0.5476,0.0411,0.1650,0.0406,0.1463,0.0167,0.2636,0.0299,0.2313,0.0296,0.0935,0.0236,0.6544,0.0078,0.3678,0.0073,7,0.2568
nominal_multimodal_policy,nominal,insertion_alignment,force_torque_only,0.5136,0.0433,0.1922,0.0230,0.1378,0.0209,0.2755,0.0241,0.2466,0.0291,0.0714,0.0233,0.6660,0.0138,0.3789,0.0057,7,0.2942
nominal_multimodal_policy,nominal,insertion_alignment,language_grounding_only,0.5442,0.0633,0.2126,0.0307,0.1463,0.0159,0.2602,0.0213,0.2228,0.0333,0.1054,0.0193,0.6706,0.0096,0.3537,0.0043,7,0.2398
nominal_multimodal_policy,nominal,insertion_alignment,proprioception_only,0.5391,0.0506,0.1735,0.0100,0.1190,0.0239,0.2891,0.0291,0.2330,0.0329,0.1088,0.0241,0.6518,0.0068,0.3540,0.0048,7,0.2636
nominal_multimodal_policy,nominal,insertion_alignment,tactile_only,0.5493,0.0528,0.1786,0.0269,0.1701,0.0263,0.2908,0.0264,0.2211,0.0363,0.1020,0.0168,0.6633,0.0162,0.3732,0.0063,7,0.2636
nominal_multimodal_policy,nominal,insertion_alignment,vision_only,0.5527,0.0546,0.1718,0.0321,0.1190,0.0088,0.3146,0.0400,0.2194,0.0514,0.1037,0.0449,0.6569,0.0094,0.3647,0.0067,7,0.2415
nominal_multimodal_policy,nominal,mobile_manip_near_obstacles,compositional_multi_sensor,0.5017,0.0482,0.3112,0.0409,0.1871,0.0337,0.2942,0.0387,0.2296,0.0457,0.0969,0.0276,0.7758,0.0103,0.5072,0.0037,7,0.4218
nominal_multimodal_policy,nominal,mobile_manip_near_obstacles,depth_only,0.5408,0.0469,0.1956,0.0446,0.1241,0.0296,0.2891,0.0291,0.2432,0.0400,0.0969,0.0281,0.6384,0.0148,0.3612,0.0085,7,0.3044
nominal_multimodal_policy,nominal,mobile_manip_near_obstacles,force_torque_only,0.5085,0.0564,0.1752,0.0263,0.1497,0.0278,0.2976,0.0297,0.2075,0.0423,0.0986,0.0226,0.6602,0.0097,0.3840,0.0050,7,0.3197
nominal_multimodal_policy,nominal,mobile_manip_near_obstacles,language_grounding_only,0.5221,0.0307,0.1667,0.0297,0.1531,0.0362,0.3095,0.0161,0.2415,0.0416,0.0901,0.0227,0.6734,0.0093,0.3575,0.0053,7,0.2772
nominal_multimodal_policy,nominal,mobile_manip_near_obstacles,proprioception_only,0.5510,0.0304,0.1769,0.0320,0.1378,0.0292,0.2517,0.0206,0.2245,0.0119,0.1054,0.0187,0.6494,0.0131,0.3547,0.0062,7,0.2517
nominal_multimodal_policy,nominal,mobile_manip_near_obstacles,tactile_only,0.5646,0.0496,0.1582,0.0268,0.1344,0.0150,0.3027,0.0400,0.2806,0.0404,0.0986,0.0278,0.6609,0.0111,0.3719,0.0037,7,0.2704
nominal_multimodal_policy,nominal,mobile_manip_near_obstacles,vision_only,0.5102,0.0482,0.1973,0.0221,0.1310,0.0349,0.2806,0.0321,0.2194,0.0531,0.1122,0.0190,0.6508,0.0101,0.3614,0.0037,7,0.2976
nominal_multimodal_policy,nominal,tool_use_contact_control,compositional_multi_sensor,0.5612,0.0545,0.3027,0.0337,0.1905,0.0345,0.2364,0.0193,0.2347,0.0167,0.1054,0.0079,0.7694,0.0168,0.5001,0.0065,7,0.3605
nominal_multimodal_policy,nominal,tool_use_contact_control,depth_only,0.5374,0.0513,0.1752,0.0363,0.1497,0.0264,0.2840,0.0362,0.2449,0.0278,0.0952,0.0144,0.6667,0.0129,0.3661,0.0046,7,0.2500
nominal_multimodal_policy,nominal,tool_use_contact_control,force_torque_only,0.5289,0.0521,0.1973,0.0501,0.1241,0.0243,0.2789,0.0168,0.2330,0.0397,0.0952,0.0322,0.6571,0.0062,0.3748,0.0037,7,0.2670
nominal_multimodal_policy,nominal,tool_use_contact_control,language_grounding_only,0.5272,0.0528,0.1650,0.0365,0.1310,0.0288,0.2857,0.0546,0.2415,0.0333,0.0918,0.0182,0.6497,0.0103,0.3431,0.0059,7,0.2755
nominal_multimodal_policy,nominal,tool_use_contact_control,proprioception_only,0.5425,0.0429,0.1752,0.0387,0.1395,0.0446,0.2772,0.0317,0.2636,0.0180,0.0969,0.0172,0.6519,0.0107,0.3521,0.0069,7,0.2364
nominal_multimodal_policy,nominal,tool_use_contact_control,tactile_only,0.5544,0.0488,0.1718,0.0345,0.1446,0.0421,0.2619,0.0288,0.2330,0.0381,0.0986,0.0084,0.6632,0.0046,0.3632,0.0050,7,0.2381
nominal_multimodal_policy,nominal,tool_use_contact_control,vision_only,0.5799,0.0370,0.1752,0.0214,0.1259,0.0345,0.2925,0.0325,0.2415,0.0232,0.1088,0.0200,0.6517,0.0137,0.3537,0.0037,7,0.1922
nominal_multimodal_policy,paired_sensor_shift,deformable_handling,compositional_multi_sensor,0.4014,0.0410,0.4626,0.0442,0.2347,0.0237,0.2500,0.0364,0.1735,0.0313,0.1939,0.0195,0.9432,0.0169,0.7085,0.0070,7,0.5289
nominal_multimodal_policy,paired_sensor_shift,deformable_handling,depth_only,0.4626,0.0471,0.1871,0.0466,0.1548,0.0306,0.2500,0.0394,0.1616,0.0416,0.1837,0.0221,0.7297,0.0130,0.4660,0.0080,7,0.2959
nominal_multimodal_policy,paired_sensor_shift,deformable_handling,force_torque_only,0.4371,0.0584,0.2517,0.0328,0.1667,0.0184,0.2704,0.0363,0.1565,0.0200,0.1701,0.0258,0.7526,0.0101,0.4957,0.0076,7,0.3044
nominal_multimodal_policy,paired_sensor_shift,deformable_handling,language_grounding_only,0.4592,0.0650,0.2534,0.0406,0.1395,0.0159,0.2466,0.0329,0.1786,0.0222,0.1871,0.0370,0.7559,0.0063,0.4540,0.0031,7,0.2942
nominal_multimodal_policy,paired_sensor_shift,deformable_handling,proprioception_only,0.4337,0.0287,0.1905,0.0255,0.1973,0.0264,0.2500,0.0374,0.1565,0.0241,0.1718,0.0345,0.7318,0.0154,0.4601,0.0033,7,0.2891
nominal_multimodal_policy,paired_sensor_shift,deformable_handling,tactile_only,0.4286,0.0371,0.2211,0.0381,0.1820,0.0291,0.2687,0.0367,0.1769,0.0156,0.1956,0.0384,0.7283,0.0091,0.4748,0.0069,7,0.3061
nominal_multimodal_policy,paired_sensor_shift,deformable_handling,vision_only,0.3997,0.0501,0.2398,0.0362,0.1701,0.0400,0.2619,0.0613,0.1718,0.0143,0.2143,0.0404,0.7211,0.0116,0.4630,0.0065,7,0.3401
nominal_multimodal_policy,paired_sensor_shift,grasp_selection,compositional_multi_sensor,0.4711,0.0243,0.3793,0.0316,0.2177,0.0313,0.2517,0.0257,0.1378,0.0221,0.1871,0.0111,0.9080,0.0105,0.6420,0.0087,7,0.4711
nominal_multimodal_policy,paired_sensor_shift,grasp_selection,depth_only,0.4592,0.0345,0.2041,0.0351,0.1752,0.0348,0.2653,0.0309,0.1922,0.0307,0.1718,0.0333,0.7323,0.0089,0.4370,0.0045,7,0.2670
nominal_multimodal_policy,paired_sensor_shift,grasp_selection,force_torque_only,0.4422,0.0351,0.2228,0.0340,0.1548,0.0318,0.2653,0.0482,0.1599,0.0317,0.2058,0.0387,0.7406,0.0099,0.4489,0.0048,7,0.3180
nominal_multimodal_policy,paired_sensor_shift,grasp_selection,language_grounding_only,0.4371,0.0325,0.2058,0.0623,0.1582,0.0141,0.2585,0.0263,0.1599,0.0168,0.2177,0.0406,0.7419,0.0136,0.4274,0.0047,7,0.3180
nominal_multimodal_policy,paired_sensor_shift,grasp_selection,proprioception_only,0.4235,0.0259,0.2160,0.0389,0.1446,0.0312,0.2687,0.0463,0.1752,0.0325,0.2160,0.0343,0.7244,0.0148,0.4271,0.0066,7,0.3707
nominal_multimodal_policy,paired_sensor_shift,grasp_selection,tactile_only,0.4473,0.0548,0.2075,0.0269,0.1327,0.0267,0.2636,0.0508,0.1412,0.0246,0.1786,0.0288,0.7387,0.0151,0.4381,0.0041,7,0.3078
nominal_multimodal_policy,paired_sensor_shift,grasp_selection,vision_only,0.4065,0.0442,0.2075,0.0333,0.1633,0.0111,0.2177,0.0325,0.1752,0.0431,0.2024,0.0322,0.7208,0.0175,0.4291,0.0107,7,0.3214
nominal_multimodal_policy,paired_sensor_shift,insertion_alignment,compositional_multi_sensor,0.4065,0.0497,0.4337,0.0349,0.2517,0.0281,0.2296,0.0387,0.1871,0.0373,0.1718,0.0301,0.9362,0.0183,0.6925,0.0069,7,0.5391
nominal_multimodal_policy,paired_sensor_shift,insertion_alignment,depth_only,0.4456,0.0493,0.2381,0.0306,0.1769,0.0369,0.2789,0.0400,0.1548,0.0342,0.1803,0.0200,0.7391,0.0060,0.4629,0.0052,7,0.2874
nominal_multimodal_policy,paired_sensor_shift,insertion_alignment,force_torque_only,0.4660,0.0497,0.2653,0.0278,0.1633,0.0282,0.2925,0.0400,0.1752,0.0282,0.1939,0.0313,0.7439,0.0165,0.4820,0.0065,7,0.2925
nominal_multimodal_policy,paired_sensor_shift,insertion_alignment,language_grounding_only,0.4524,0.0447,0.2398,0.0236,0.1293,0.0206,0.2857,0.0391,0.1514,0.0313,0.1956,0.0259,0.7510,0.0074,0.4513,0.0077,7,0.2619
nominal_multimodal_policy,paired_sensor_shift,insertion_alignment,proprioception_only,0.4507,0.0439,0.2347,0.0253,0.1616,0.0441,0.2517,0.0294,0.1480,0.0301,0.1956,0.0292,0.7434,0.0155,0.4532,0.0091,7,0.2500
nominal_multimodal_policy,paired_sensor_shift,insertion_alignment,tactile_only,0.4065,0.0427,0.2619,0.0524,0.1497,0.0227,0.2840,0.0241,0.1565,0.0294,0.1922,0.0252,0.7407,0.0087,0.4654,0.0061,7,0.2993
nominal_multimodal_policy,paired_sensor_shift,insertion_alignment,vision_only,0.4388,0.0246,0.2398,0.0219,0.1650,0.0372,0.2721,0.0372,0.1616,0.0374,0.1990,0.0348,0.7314,0.0173,0.4535,0.0070,7,0.2874
nominal_multimodal_policy,paired_sensor_shift,mobile_manip_near_obstacles,compositional_multi_sensor,0.4422,0.0459,0.4320,0.0263,0.2704,0.0337,0.2517,0.0224,0.1973,0.0555,0.2024,0.0233,0.9262,0.0111,0.6894,0.0046,7,0.4932
nominal_multimodal_policy,paired_sensor_shift,mobile_manip_near_obstacles,depth_only,0.4320,0.0317,0.2483,0.0299,0.1667,0.0306,0.2398,0.0369,0.2126,0.0285,0.2058,0.0355,0.7550,0.0118,0.4721,0.0042,7,0.2823
nominal_multimodal_policy,paired_sensor_shift,mobile_manip_near_obstacles,force_torque_only,0.4354,0.0309,0.2721,0.0180,0.1684,0.0465,0.2619,0.0228,0.1395,0.0189,0.1854,0.0511,0.7425,0.0093,0.4879,0.0041,7,0.3231
nominal_multimodal_policy,paired_sensor_shift,mobile_manip_near_obstacles,language_grounding_only,0.4371,0.0202,0.2432,0.0356,0.1718,0.0356,0.2534,0.0466,0.1956,0.0325,0.1990,0.0373,0.7527,0.0119,0.4461,0.0032,7,0.2755
nominal_multimodal_policy,paired_sensor_shift,mobile_manip_near_obstacles,proprioception_only,0.4728,0.0313,0.2296,0.0584,0.1446,0.0172,0.2449,0.0301,0.1565,0.0139,0.1820,0.0344,0.7308,0.0076,0.4460,0.0082,7,0.2585
nominal_multimodal_policy,paired_sensor_shift,mobile_manip_near_obstacles,tactile_only,0.4830,0.0278,0.2126,0.0236,0.1803,0.0262,0.2313,0.0352,0.1548,0.0388,0.1820,0.0333,0.7474,0.0177,0.4651,0.0039,7,0.2721
nominal_multimodal_policy,paired_sensor_shift,mobile_manip_near_obstacles,vision_only,0.4881,0.0283,0.2092,0.0325,0.1599,0.0233,0.2568,0.0360,0.1548,0.0360,0.1769,0.0267,0.7230,0.0132,0.4527,0.0046,7,0.2347
nominal_multimodal_policy,paired_sensor_shift,tool_use_contact_control,compositional_multi_sensor,0.4065,0.0299,0.4677,0.0366,0.2364,0.0236,0.2704,0.0377,0.1497,0.0305,0.2058,0.0431,0.9090,0.0083,0.6689,0.0055,7,0.5221
nominal_multimodal_policy,paired_sensor_shift,tool_use_contact_control,depth_only,0.4150,0.0187,0.2262,0.0486,0.1463,0.0337,0.2279,0.0303,0.1820,0.0340,0.1905,0.0455,0.7386,0.0107,0.4499,0.0069,7,0.3418
nominal_multimodal_policy,paired_sensor_shift,tool_use_contact_control,force_torque_only,0.4660,0.0412,0.2534,0.0282,0.1718,0.0152,0.2296,0.0268,0.1531,0.0180,0.2126,0.0281,0.7462,0.0147,0.4721,0.0045,7,0.2738
nominal_multimodal_policy,paired_sensor_shift,tool_use_contact_control,language_grounding_only,0.4762,0.0176,0.2381,0.0244,0.1599,0.0221,0.2670,0.0283,0.1837,0.0278,0.1837,0.0292,0.7446,0.0134,0.4383,0.0065,7,0.2500
